uin,uin_status,cr_by,cr_dtimes,upd_by,upd_dtimes,is_deleted,del_dtimes
9058728356,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.324259,NULL,NULL,False,NULL
2604897015,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.326901,NULL,NULL,False,NULL
5402473961,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.329653,NULL,NULL,False,NULL
9180273095,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.332673,NULL,NULL,False,NULL
6139762940,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.33692,NULL,NULL,False,NULL
2815910692,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.339749,NULL,NULL,False,NULL
6497531694,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.342488,NULL,NULL,False,NULL
8175283580,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.345407,NULL,NULL,False,NULL
7514065812,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.348342,NULL,NULL,False,NULL
3287043769,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.351239,NULL,NULL,False,NULL
3972532045,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.353938,NULL,NULL,False,NULL
7368158054,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.357298,NULL,NULL,False,NULL
6573103461,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.360553,NULL,NULL,False,NULL
5639259105,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.36333,NULL,NULL,False,NULL
4968072547,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.366782,NULL,NULL,False,NULL
7516837230,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.369415,NULL,NULL,False,NULL
7238571632,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.371991,NULL,NULL,False,NULL
8945907517,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.37495,NULL,NULL,False,NULL
8053783289,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.377645,NULL,NULL,False,NULL
8057810236,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.380277,NULL,NULL,False,NULL
2385930832,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.38332,NULL,NULL,False,NULL
5063104390,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.386003,NULL,NULL,False,NULL
7980190348,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.388917,NULL,NULL,False,NULL
4839728127,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.391588,NULL,NULL,False,NULL
4530816475,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.3948,NULL,NULL,False,NULL
5796408609,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.398447,NULL,NULL,False,NULL
4506871672,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.401502,NULL,NULL,False,NULL
6874209769,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.404494,NULL,NULL,False,NULL
8923108518,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.408836,NULL,NULL,False,NULL
4924190850,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.41184,NULL,NULL,False,NULL
2703150216,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.415055,NULL,NULL,False,NULL
4054730627,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.418364,NULL,NULL,False,NULL
6718721609,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.420987,NULL,NULL,False,NULL
3941931832,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.42369,NULL,NULL,False,NULL
4714316528,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.426708,NULL,NULL,False,NULL
9316810598,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.429355,NULL,NULL,False,NULL
2670138215,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.432171,NULL,NULL,False,NULL
8074359476,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.43499,NULL,NULL,False,NULL
2810459405,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.438035,NULL,NULL,False,NULL
5042132768,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.440656,NULL,NULL,False,NULL
5279163081,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.443083,NULL,NULL,False,NULL
6719621498,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.447161,NULL,NULL,False,NULL
2037049057,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.4497,NULL,NULL,False,NULL
7328371061,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.452041,NULL,NULL,False,NULL
3106375208,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.455045,NULL,NULL,False,NULL
7147389450,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.457996,NULL,NULL,False,NULL
5603508921,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.46107,NULL,NULL,False,NULL
3702351840,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.464024,NULL,NULL,False,NULL
3940932561,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.466838,NULL,NULL,False,NULL
2304602509,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.469839,NULL,NULL,False,NULL
6079861780,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.472521,NULL,NULL,False,NULL
8671658748,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.475338,NULL,NULL,False,NULL
7413514602,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.478302,NULL,NULL,False,NULL
5816380219,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.481244,NULL,NULL,False,NULL
4207938519,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.484272,NULL,NULL,False,NULL
5370130621,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.487606,NULL,NULL,False,NULL
4021576138,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.490272,NULL,NULL,False,NULL
6904570291,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.493402,NULL,NULL,False,NULL
2436985478,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.496437,NULL,NULL,False,NULL
2143750196,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.499368,NULL,NULL,False,NULL
9856970294,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.502068,NULL,NULL,False,NULL
6524120857,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.50494,NULL,NULL,False,NULL
5013740953,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.507761,NULL,NULL,False,NULL
4058238602,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.510272,NULL,NULL,False,NULL
7306513793,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.512788,NULL,NULL,False,NULL
6870341269,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.516002,NULL,NULL,False,NULL
7951849850,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.518697,NULL,NULL,False,NULL
6138496579,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.521293,NULL,NULL,False,NULL
2916894308,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.523971,NULL,NULL,False,NULL
5149312718,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.527063,NULL,NULL,False,NULL
5490365097,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.529652,NULL,NULL,False,NULL
4316894875,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.532521,NULL,NULL,False,NULL
7597231871,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.535433,NULL,NULL,False,NULL
6354239283,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.538456,NULL,NULL,False,NULL
6457395485,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.542019,NULL,NULL,False,NULL
6751631572,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.545053,NULL,NULL,False,NULL
3481964904,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.547605,NULL,NULL,False,NULL
6104239532,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.550943,NULL,NULL,False,NULL
6746307647,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.554336,NULL,NULL,False,NULL
9278451407,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.557418,NULL,NULL,False,NULL
5749281954,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.560097,NULL,NULL,False,NULL
4076326192,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.563061,NULL,NULL,False,NULL
8497645218,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.565778,NULL,NULL,False,NULL
5746135034,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.568429,NULL,NULL,False,NULL
3162792540,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.571445,NULL,NULL,False,NULL
3657356059,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.574309,NULL,NULL,False,NULL
6793617380,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.576959,NULL,NULL,False,NULL
4801408967,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.579113,NULL,NULL,False,NULL
2356158476,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.582074,NULL,NULL,False,NULL
6140542032,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.584913,NULL,NULL,False,NULL
7492508523,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.587722,NULL,NULL,False,NULL
9724759176,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.590297,NULL,NULL,False,NULL
9419326723,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.595293,NULL,NULL,False,NULL
5893761702,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.599478,NULL,NULL,False,NULL
7105275635,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.602989,NULL,NULL,False,NULL
4056203614,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.605907,NULL,NULL,False,NULL
9745047365,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.608636,NULL,NULL,False,NULL
5708759384,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.611469,NULL,NULL,False,NULL
9170467920,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.613767,NULL,NULL,False,NULL
2169327853,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.616446,NULL,NULL,False,NULL
9830674314,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.619285,NULL,NULL,False,NULL
5708950290,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.622076,NULL,NULL,False,NULL
4082031501,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.625033,NULL,NULL,False,NULL
8032783469,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.627701,NULL,NULL,False,NULL
5416926127,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.6306,NULL,NULL,False,NULL
8314975091,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.633714,NULL,NULL,False,NULL
2802508512,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.636899,NULL,NULL,False,NULL
5134859216,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.640865,NULL,NULL,False,NULL
6836179230,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.643479,NULL,NULL,False,NULL
9247967142,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.64628,NULL,NULL,False,NULL
7407527956,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.649081,NULL,NULL,False,NULL
6201534931,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.651883,NULL,NULL,False,NULL
3670849038,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.654713,NULL,NULL,False,NULL
4073463820,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.657493,NULL,NULL,False,NULL
7453841275,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.660791,NULL,NULL,False,NULL
6207926741,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.663448,NULL,NULL,False,NULL
7480270184,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.666391,NULL,NULL,False,NULL
2913850783,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.669388,NULL,NULL,False,NULL
5761958674,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.67255,NULL,NULL,False,NULL
2192540641,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.675411,NULL,NULL,False,NULL
9381920621,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.678109,NULL,NULL,False,NULL
8256386147,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.680932,NULL,NULL,False,NULL
3203479659,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.683669,NULL,NULL,False,NULL
2307187917,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.686453,NULL,NULL,False,NULL
5197182039,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.689188,NULL,NULL,False,NULL
3910693854,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.692156,NULL,NULL,False,NULL
5197209617,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.695025,NULL,NULL,False,NULL
4584176031,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.69845,NULL,NULL,False,NULL
2694836580,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.701486,NULL,NULL,False,NULL
8038290548,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.70468,NULL,NULL,False,NULL
4670357193,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.707366,NULL,NULL,False,NULL
2130952076,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.710443,NULL,NULL,False,NULL
7260938175,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.713437,NULL,NULL,False,NULL
6358230761,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.716392,NULL,NULL,False,NULL
4830463471,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.71999,NULL,NULL,False,NULL
6340148528,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.72324,NULL,NULL,False,NULL
2697063157,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.726175,NULL,NULL,False,NULL
2360192896,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.728983,NULL,NULL,False,NULL
2943054720,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.731544,NULL,NULL,False,NULL
5812579452,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.734419,NULL,NULL,False,NULL
7534163813,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.737788,NULL,NULL,False,NULL
5075346719,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.741848,NULL,NULL,False,NULL
9679162907,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.745018,NULL,NULL,False,NULL
7209473896,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.74752,NULL,NULL,False,NULL
3745107564,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.750519,NULL,NULL,False,NULL
5780940650,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.75309,NULL,NULL,False,NULL
6923065728,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.755784,NULL,NULL,False,NULL
4105390627,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.758426,NULL,NULL,False,NULL
8156492037,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.76091,NULL,NULL,False,NULL
8418237910,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.76351,NULL,NULL,False,NULL
4058714930,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.766288,NULL,NULL,False,NULL
7427183613,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.769084,NULL,NULL,False,NULL
7940568548,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.771712,NULL,NULL,False,NULL
6471827934,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.774621,NULL,NULL,False,NULL
4957435960,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.777456,NULL,NULL,False,NULL
6803265370,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.780008,NULL,NULL,False,NULL
6436081927,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.782892,NULL,NULL,False,NULL
7249275423,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.786072,NULL,NULL,False,NULL
8254973178,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.788891,NULL,NULL,False,NULL
6251043918,UNUSED,defaultadmin@mosip.io,2021-05-12 08:43:24.792075,NULL,NULL,False,NULL
